,Date,Diagnostic,Forest Type,Latitude,Longitude,Name,Notes,Origin,State,Submitter,Tag#
19,2006-04-01,Culture,Mixed Evergreen,38.320412,-122.541001,ARBIT01,,Umbellularia  californica,Negative,SSU,
20,2006-04-01,Culture,Mixed Evergreen,38.327476,-122.529161,ARBIT02,,Umbellularia  californica,Negative,SSU,
21,2006-04-01,Culture,Mixed Evergreen,38.330799,-122.535467,ARBIT03,,Umbellularia  californica,Negative,SSU,
22,2006-04-01,Culture,Mixed Evergreen,38.460615,-122.531873,BACKM04,,Umbellularia  californica,Negative,SSU,
23,2006-04-01,Culture,Mixed Evergreen,38.462779,-122.538943,BACKM05,,Umbellularia  californica,Negative,SSU,
24,2006-04-01,Culture,Mixed Evergreen,38.381262,-122.488626,BOUV09,,Umbellularia  californica,Negative,SSU,
25,2006-04-01,Culture,Mixed Evergreen,38.313076,-122.536495,BOWES02,,Umbellularia  californica,Negative,SSU,
26,2006-04-01,Culture,Mixed Evergreen,38.312647,-122.523881,BOWES03,,Umbellularia  californica,Negative,SSU,
27,2006-04-01,Culture,Mixed Evergreen,38.371496,-122.506129,COCHR01,,Umbellularia  californica,Negative,SSU,
28,2006-03-01,Culture,Oak Savannah,38.348184,-122.620511,COOK01,,Umbellularia  californica,Negative,SSU,
29,2006-04-01,Culture,Mixed Evergreen,38.362339,-122.56997,DOMAN01,,Umbellularia  californica,Negative,SSU,
30,2006-04-01,Culture,Mixed Evergreen,38.345198,-122.47089,FERRA01,,Umbellularia  californica,Negative,SSU,
31,2006-04-01,Culture,Oak Savannah,38.39306,-122.562185,FRIDE01,,Umbellularia  californica,Negative,SSU,
32,2006-04-01,Culture,Mixed Evergreen,38.390028,-122.479793,GANAY01,,Umbellularia  californica,Negative,SSU,
33,2006-04-01,Culture,Other,38.387529,-122.477074,GANAY02,Conifer,Umbellularia  californica,Negative,SSU,
34,2006-04-01,Culture,Mixed Evergreen,38.375703,-122.456815,GARD01,,Umbellularia  californica,Negative,SSU,
35,2006-04-01,Culture,Other,38.47048,-122.571117,HOOD02,Chapparal,Umbellularia  californica,Negative,SSU,
36,2006-04-01,Culture,Mixed Evergreen,38.450219,-122.546758,HOOD07,,Umbellularia  californica,Negative,SSU,
37,2006-04-01,Culture,Mixed Evergreen,38.354428,-122.539779,JLSP02,,Umbellularia  californica,Negative,SSU,
38,2006-04-01,Culture,Other,38.458081,-122.564211,JOHNS02,Chapparal,Umbellularia  californica,Negative,SSU,
39,2006-04-01,Culture,Mixed Evergreen,38.312355,-122.552834,KLASS02,,Umbellularia  californica,Negative,SSU,
40,2006-04-01,Culture,Mixed Evergreen,38.419003,-122.533459,KUNDE01,,Umbellularia  californica,Negative,SSU,
41,2006-04-01,Culture,Other,38.427965,-122.527662,KUNDE04,Chapparal,Umbellularia  californica,Negative,SSU,
42,2006-04-01,Culture,Mixed Evergreen,38.375372,-122.459417,LARS01,,Umbellularia  californica,Negative,SSU,
43,2006-04-01,Culture,Mixed Evergreen,38.418044,-122.516958,LAZY05,,Umbellularia  californica,Negative,SSU,
44,2006-03-01,Culture,Mixed Evergreen,38.342902,-122.598808,LINS01,,Umbellularia  californica,Negative,SSU,
45,2006-03-01,Culture,Other,38.412045,-122.646694,MACKI01,Chapparal,Umbellularia  californica,Negative,SSU,
46,2006-04-01,Culture,Mixed Evergreen,38.486151,-122.551567,MCCOR01,,Umbellularia  californica,Negative,SSU,
47,2006-04-01,Culture,Mixed Evergreen,38.486451,-122.545133,MCCOR05,,Umbellularia  californica,Negative,SSU,
48,2006-04-01,Culture,Mixed Evergreen,38.351162,-122.458635,MCNEIL03,,Umbellularia  californica,Negative,SSU,
49,2006-04-01,Culture,Mixed Evergreen,38.378797,-122.593298,MESCH01,,Umbellularia  californica,Negative,SSU,
50,2006-03-01,Culture,Mixed Evergreen,38.331633,-122.613664,MOREL01,,Umbellularia  californica,Negative,SSU,
51,2006-04-01,Culture,Mixed Evergreen,38.3402,-122.486054,NELSO01,,Umbellularia  californica,Negative,SSU,
52,2006-04-01,Culture,Mixed Evergreen,38.337734,-122.482581,NELSO02,,Umbellularia  californica,Negative,SSU,
53,2006-04-01,Culture,Oak Savannah,38.398983,-122.558072,OTELL01,,Umbellularia  californica,Negative,SSU,
54,2006-04-01,Culture,Other,38.406387,-122.559241,PARSO01,Chapparal,Umbellularia  californica,Negative,SSU,
55,2006-03-01,Culture,Mixed Evergreen,38.313609,-122.590173,PFEND01,,Umbellularia  californica,Negative,SSU,
56,2006-04-01,Culture,Mixed Evergreen,38.310204,-122.516988,REDDE01,,Umbellularia  californica,Negative,SSU,
57,2006-04-01,Culture,Mixed Evergreen,38.307686,-122.520665,REDDE02,,Umbellularia  californica,Negative,SSU,
58,2006-04-01,Culture,Mixed Evergreen,38.295244,-122.54196,SAWI01,,Umbellularia  californica,Negative,SSU,
59,2006-03-01,Culture,Mixed Evergreen,38.344227,-122.517506,SDC05,,Umbellularia  californica,Negative,SSU,
60,2006-04-01,Culture,Other,38.371453,-122.481643,SECRET01,Chapparal,Umbellularia  californica,Negative,SSU,
61,2006-04-01,Culture,Other,38.369318,-122.483833,SECRET02,Chapparal,Umbellularia  californica,Negative,SSU,
62,2006-04-01,Culture,Other,38.371375,-122.486348,SECRET03,Conifer,Umbellularia  californica,Negative,SSU,
63,2006-04-01,Culture,Mixed Evergreen,38.479081,-122.557332,SPAUL01,,Umbellularia  californica,Negative,SSU,
64,2006-04-01,Culture,Mixed Evergreen,38.479229,-122.563235,SPAUL02,,Umbellularia  californica,Negative,SSU,
65,2006-04-01,Culture,Mixed Evergreen,38.45536,-122.505363,SUGAR01,,Umbellularia  californica,Negative,SSU,
66,2006-04-01,Culture,Mixed Evergreen,38.454855,-122.490605,SUGAR04,,Umbellularia  californica,Negative,SSU,
67,2006-04-01,Culture,Oak Savannah,38.440843,-122.509863,SUGAR05,,Umbellularia  californica,Negative,SSU,
68,2006-04-01,Culture,Other,38.440983,-122.490072,SUGAR11,Conifer,Umbellularia  californica,Negative,SSU,
69,2006-04-01,Culture,Mixed Evergreen,38.434955,-122.500667,SUGAR15,,Umbellularia  californica,Negative,SSU,
70,2006-04-01,Culture,Mixed Evergreen,38.434669,-122.514098,SUGAR17,,Umbellularia  californica,Negative,SSU,
71,2006-04-01,Culture,Redwood Tanoak,38.439497,-122.520012,SUGAR18,,Umbellularia  californica,Negative,SSU,
72,2006-04-01,Culture,Oak Savannah,38.439575,-122.506296,SUGAR19,,Umbellularia  californica,Negative,SSU,
73,2006-04-01,Culture,Mixed Evergreen,38.453756,-122.50118,SUGAR21,,Umbellularia  californica,Negative,SSU,
74,2006-04-01,Culture,Other,38.465223,-122.519154,SUGAR23,Chapparal,Umbellularia  californica,Negative,SSU,
75,2006-04-01,Culture,Mixed Evergreen,38.452993,-122.50821,SUGAR30,,Umbellularia  californica,Negative,SSU,
76,2006-04-01,Culture,Mixed Evergreen,38.434958,-122.49503,SUGAR31,,Umbellularia  californica,Negative,SSU,
77,2006-04-01,Culture,Mixed Evergreen,38.465657,-122.524023,SUGAR32,,Umbellularia  californica,Negative,SSU,
78,2006-04-01,Culture,Oak Savannah,38.355818,-122.522202,SVRP02,,Umbellularia  californica,Negative,SSU,
79,2006-04-01,Culture,Mixed Evergreen,38.359752,-122.49102,TELL02,,Umbellularia  californica,Negative,SSU,
80,2006-04-01,Culture,Oak Savannah,38.381943,-122.631601,VOTRU01,,Umbellularia  californica,Negative,SSU,
81,2006-03-01,Culture,Mixed Evergreen,38.382045,-122.54755,WATKI01,,Umbellularia  californica,Negative,SSU,
82,2006-04-01,Culture,Mixed Evergreen,38.444103,-122.626794,816-1,ANN01,Umbellularia  californica,Negative,SSU,
83,2006-04-01,Culture,Mixed Evergreen,38.444103,-122.626794,816-2,ANN01,Umbellularia  californica,Negative,SSU,
84,2006-04-01,Culture,Mixed Evergreen,38.444103,-122.626794,816-3,ANN01,Umbellularia  californica,Negative,SSU,
85,2006-04-01,Culture,Mixed Evergreen,38.444103,-122.626794,884-1,ANN01,Umbellularia  californica,Negative,SSU,
86,2006-04-01,Culture,Mixed Evergreen,38.444103,-122.626794,4540-1,ANN01,Umbellularia  californica,Negative,SSU,
87,2006-04-01,Culture,Mixed Evergreen,38.444103,-122.626794,4540-3,ANN01,Umbellularia  californica,Negative,SSU,
88,2006-04-01,Culture,Mixed Evergreen,38.442589,-122.626927,535-1,ANN02,Umbellularia  californica,Negative,SSU,
89,2006-04-01,Culture,Mixed Evergreen,38.442589,-122.626927,535-2,ANN02,Umbellularia  californica,Negative,SSU,
90,2006-04-01,Culture,Mixed Evergreen,38.442589,-122.626927,535-3,ANN02,Umbellularia  californica,Negative,SSU,
91,2006-04-01,Culture,Mixed Evergreen,38.442589,-122.626927,560-2,ANN02,Umbellularia  californica,Negative,SSU,
92,2006-04-01,Culture,Mixed Evergreen,38.442589,-122.626927,599-3,ANN02,Umbellularia  californica,Negative,SSU,
93,2006-04-01,Culture,Oak Savannah,38.44028,-122.61783,626-1,ANN03,Umbellularia  californica,Negative,SSU,
94,2006-04-01,Culture,Oak Savannah,38.44028,-122.61783,626-2,ANN03,Umbellularia  californica,Negative,SSU,
95,2006-04-01,Culture,Oak Savannah,38.44028,-122.61783,626-3,ANN03,Umbellularia  californica,Negative,SSU,
96,2006-04-01,Culture,Oak Savannah,38.44028,-122.61783,693-3,ANN03,Umbellularia  californica,Negative,SSU,
97,2006-04-01,Culture,Oak Savannah,38.44028,-122.61783,5536-1,ANN03,Umbellularia  californica,Negative,SSU,
98,2006-04-01,Culture,Oak Savannah,38.44028,-122.61783,5536-2,ANN03,Umbellularia  californica,Negative,SSU,
99,2006-04-01,Culture,Oak Savannah,38.44028,-122.61783,5536-3,ANN03,Umbellularia  californica,Negative,SSU,
100,2006-04-01,Culture,Other,38.440057,-122.629725,395-1,Conifer   ANN04,Umbellularia  californica,Negative,SSU,
101,2006-04-01,Culture,Other,38.440057,-122.629725,395-2,Conifer   ANN04,Umbellularia  californica,Negative,SSU,
102,2006-04-01,Culture,Other,38.440057,-122.629725,395-3,Conifer   ANN04,Umbellularia  californica,Negative,SSU,
103,2006-04-01,Culture,Other,38.440057,-122.629725,521-2,Conifer   ANN04,Umbellularia  californica,Negative,SSU,
104,2006-04-01,Culture,Other,38.440057,-122.629725,521-3,Conifer   ANN04,Umbellularia  californica,Negative,SSU,
105,2006-04-01,Culture,Other,38.440057,-122.629725,549-1,Conifer   ANN04,Umbellularia  californica,Negative,SSU,
106,2006-04-01,Culture,Other,38.440057,-122.629725,549-2,Conifer   ANN04,Umbellularia  californica,Negative,SSU,
107,2006-04-01,Culture,Other,38.440057,-122.629725,549-3,Conifer   ANN04,Umbellularia  californica,Negative,SSU,
108,2006-04-01,Culture,Mixed Evergreen,38.437495,-122.620629,568-1,ANN05,Umbellularia  californica,Negative,SSU,
109,2006-04-01,Culture,Mixed Evergreen,38.437495,-122.620629,568-2,ANN05,Umbellularia  californica,Negative,SSU,
110,2006-04-01,Culture,Mixed Evergreen,38.437495,-122.620629,568-3,ANN05,Umbellularia  californica,Negative,SSU,
111,2006-04-01,Culture,Mixed Evergreen,38.437495,-122.620629,637-1,ANN05,Umbellularia  californica,Negative,SSU,
112,2006-04-01,Culture,Mixed Evergreen,38.437495,-122.620629,637-2,ANN05,Umbellularia  californica,Negative,SSU,
113,2006-04-01,Culture,Mixed Evergreen,38.437495,-122.620629,637-3,ANN05,Umbellularia  californica,Negative,SSU,
114,2006-04-01,Culture,Mixed Evergreen,38.437495,-122.620629,691-2,ANN05,Umbellularia  californica,Negative,SSU,
115,2006-04-01,Culture,Mixed Evergreen,38.437495,-122.620629,691-3,ANN05,Umbellularia  californica,Negative,SSU,
116,2006-04-01,Culture,Oak Savannah,38.437415,-122.64075,3055-1,ANN06,Umbellularia  californica,Negative,SSU,
117,2006-04-01,Culture,Oak Savannah,38.437415,-122.64075,3055-2,ANN06,Umbellularia  californica,Negative,SSU,
118,2006-04-01,Culture,Oak Savannah,38.437415,-122.64075,3055-3,ANN06,Umbellularia  californica,Negative,SSU,
119,2006-04-01,Culture,Oak Savannah,38.437415,-122.64075,3058-1,ANN06,Umbellularia  californica,Negative,SSU,
120,2006-04-01,Culture,Oak Savannah,38.437415,-122.64075,3058-2,ANN06,Umbellularia  californica,Negative,SSU,
121,2006-04-01,Culture,Oak Savannah,38.437415,-122.64075,3058-3,ANN06,Umbellularia  californica,Negative,SSU,
122,2006-04-01,Culture,Oak Savannah,38.437415,-122.64075,3060-1,ANN06,Umbellularia  californica,Negative,SSU,
123,2006-04-01,Culture,Oak Savannah,38.437415,-122.64075,3060-2,ANN06,Umbellularia  californica,Negative,SSU,
124,2006-04-01,Culture,Oak Savannah,38.437415,-122.64075,3060-3,ANN06,Umbellularia  californica,Negative,SSU,
125,2006-04-01,Culture,Mixed Evergreen,38.435204,-122.645779,3066-1,ANN07,Umbellularia  californica,Negative,SSU,
126,2006-04-01,Culture,Mixed Evergreen,38.435204,-122.645779,3066-2,ANN07,Umbellularia  californica,Negative,SSU,
127,2006-04-01,Culture,Mixed Evergreen,38.435204,-122.645779,3066-3,ANN07,Umbellularia  californica,Negative,SSU,
128,2006-04-01,Culture,Mixed Evergreen,38.435204,-122.645779,3067-1,ANN07,Umbellularia  californica,Negative,SSU,
129,2006-04-01,Culture,Mixed Evergreen,38.435204,-122.645779,3067-2,ANN07,Umbellularia  californica,Negative,SSU,
130,2006-04-01,Culture,Mixed Evergreen,38.435204,-122.645779,3067-3,ANN07,Umbellularia  californica,Negative,SSU,
131,2006-04-01,Culture,Mixed Evergreen,38.435204,-122.645779,3068-1,ANN07,Umbellularia  californica,Negative,SSU,
132,2006-04-01,Culture,Mixed Evergreen,38.435204,-122.645779,3068-2,ANN07,Umbellularia  californica,Negative,SSU,
133,2006-04-01,Culture,Mixed Evergreen,38.435204,-122.645779,3068-3,ANN07,Umbellularia  californica,Negative,SSU,
134,2006-04-01,Culture,Other,38.434129,-122.639196,119-1,Chapparal   ANN08,Umbellularia  californica,Negative,SSU,
135,2006-04-01,Culture,Other,38.434129,-122.639196,119-2,Chapparal   ANN08,Umbellularia  californica,Negative,SSU,
136,2006-04-01,Culture,Other,38.434129,-122.639196,119-3,Chapparal   ANN08,Umbellularia  californica,Negative,SSU,
137,2006-04-01,Culture,Other,38.434129,-122.639196,3061-1,Chapparal   ANN08,Umbellularia  californica,Negative,SSU,
138,2006-04-01,Culture,Other,38.434129,-122.639196,3061-2,Chapparal   ANN08,Umbellularia  californica,Negative,SSU,
139,2006-04-01,Culture,Other,38.434129,-122.639196,3061-3,Chapparal   ANN08,Umbellularia  californica,Negative,SSU,
140,2006-04-01,Culture,Other,38.434129,-122.639196,5293-1,Chapparal   ANN08,Umbellularia  californica,Negative,SSU,
141,2006-04-01,Culture,Other,38.434129,-122.639196,5293-2,Chapparal   ANN08,Umbellularia  californica,Negative,SSU,
142,2006-04-01,Culture,Other,38.434129,-122.639196,5293-3,Chapparal   ANN08,Umbellularia  californica,Negative,SSU,
143,2006-04-01,Culture,Mixed Evergreen,38.431114,-122.63747,1128-1,ANN09,Umbellularia  californica,Negative,SSU,
144,2006-04-01,Culture,Mixed Evergreen,38.431114,-122.63747,1128-2,ANN09,Umbellularia  californica,Negative,SSU,
145,2006-04-01,Culture,Mixed Evergreen,38.431114,-122.63747,1128-3,ANN09,Umbellularia  californica,Negative,SSU,
146,2006-04-01,Culture,Mixed Evergreen,38.431114,-122.63747,3063-1,ANN09,Umbellularia  californica,Negative,SSU,
147,2006-04-01,Culture,Mixed Evergreen,38.431114,-122.63747,3063-2,ANN09,Umbellularia  californica,Negative,SSU,
148,2006-04-01,Culture,Mixed Evergreen,38.431114,-122.63747,3063-3,ANN09,Umbellularia  californica,Negative,SSU,
149,2006-04-01,Culture,Mixed Evergreen,38.431114,-122.63747,5209-1,ANN09,Umbellularia  californica,Negative,SSU,
150,2006-04-01,Culture,Mixed Evergreen,38.431114,-122.63747,5209-2,ANN09,Umbellularia  californica,Negative,SSU,
151,2006-04-01,Culture,Mixed Evergreen,38.431114,-122.63747,5209-3,ANN09,Umbellularia  californica,Negative,SSU,
152,2006-04-01,Culture,Oak Savannah,38.422152,-122.641994,3082-1,ANN10,Umbellularia  californica,Negative,SSU,
153,2006-04-01,Culture,Oak Savannah,38.422152,-122.641994,3082-2,ANN10,Umbellularia  californica,Negative,SSU,
154,2006-04-01,Culture,Oak Savannah,38.422152,-122.641994,3082-3,ANN10,Umbellularia  californica,Negative,SSU,
155,2006-04-01,Culture,Oak Savannah,38.422152,-122.641994,3083-1,ANN10,Umbellularia  californica,Negative,SSU,
156,2006-04-01,Culture,Oak Savannah,38.422152,-122.641994,3083-2,ANN10,Umbellularia  californica,Negative,SSU,
157,2006-04-01,Culture,Oak Savannah,38.422152,-122.641994,3083-3,ANN10,Umbellularia  californica,Negative,SSU,
158,2006-04-01,Culture,Oak Savannah,38.422152,-122.641994,3085-1,ANN10,Umbellularia  californica,Negative,SSU,
159,2006-04-01,Culture,Oak Savannah,38.422152,-122.641994,3085-2,ANN10,Umbellularia  californica,Negative,SSU,
160,2006-04-01,Culture,Oak Savannah,38.422152,-122.641994,3085-3,ANN10,Umbellularia  californica,Negative,SSU,
161,2006-04-01,Culture,Mixed Evergreen,38.422568,-122.633824,3073-1,ANN11,Umbellularia  californica,Negative,SSU,
162,2006-04-01,Culture,Mixed Evergreen,38.422568,-122.633824,3073-2,ANN11,Umbellularia  californica,Negative,SSU,
163,2006-04-01,Culture,Mixed Evergreen,38.422568,-122.633824,3073-3,ANN11,Umbellularia  californica,Negative,SSU,
164,2006-04-01,Culture,Other,38.432899,-122.615107,843-2,Conifer   ANN12,Umbellularia  californica,Negative,SSU,
165,2006-04-01,Culture,Other,38.432899,-122.615107,4791-1,Conifer   ANN12,Umbellularia  californica,Negative,SSU,
166,2006-04-01,Culture,Other,38.432899,-122.615107,4791-2,Conifer   ANN12,Umbellularia  californica,Negative,SSU,
167,2006-04-01,Culture,Other,38.432899,-122.615107,4791-3,Conifer   ANN12,Umbellularia  californica,Negative,SSU,
168,2006-04-01,Culture,Other,38.432899,-122.615107,5283-1,Conifer   ANN12,Umbellularia  californica,Negative,SSU,
169,2006-04-01,Culture,Other,38.432899,-122.615107,5283-2,Conifer   ANN12,Umbellularia  californica,Negative,SSU,
170,2006-04-01,Culture,Other,38.432899,-122.615107,5283-3,Conifer   ANN12,Umbellularia  californica,Negative,SSU,
171,2006-05-01,Culture,Mixed Evergreen,38.427322,-122.623775,922-1,ANN13,Umbellularia  californica,Negative,SSU,
172,2006-05-01,Culture,Mixed Evergreen,38.427322,-122.623775,922-2,ANN13,Umbellularia  californica,Negative,SSU,
173,2006-05-01,Culture,Mixed Evergreen,38.427322,-122.623775,922-3,ANN13,Umbellularia  californica,Negative,SSU,
174,2006-05-01,Culture,Mixed Evergreen,38.427322,-122.623775,980-1,ANN13,Umbellularia  californica,Negative,SSU,
175,2006-05-01,Culture,Mixed Evergreen,38.427322,-122.623775,980-2,ANN13,Umbellularia  californica,Negative,SSU,
176,2006-05-01,Culture,Mixed Evergreen,38.427322,-122.623775,980-3,ANN13,Umbellularia  californica,Negative,SSU,
177,2006-05-01,Culture,Mixed Evergreen,38.425783,-122.618983,932-1,ANN14,Umbellularia  californica,Negative,SSU,
178,2006-05-01,Culture,Mixed Evergreen,38.425783,-122.618983,932-2,ANN14,Umbellularia  californica,Negative,SSU,
179,2006-05-01,Culture,Mixed Evergreen,38.425783,-122.618983,932-3,ANN14,Umbellularia  californica,Negative,SSU,
180,2006-04-01,Culture,Mixed Evergreen,38.425783,-122.618983,983-1,ANN14,Umbellularia  californica,Negative,SSU,
181,2006-04-01,Culture,Mixed Evergreen,38.425783,-122.618983,983-2,ANN14,Umbellularia  californica,Negative,SSU,
182,2006-05-01,Culture,Mixed Evergreen,38.426676,-122.613651,333-1,ANN15,Umbellularia  californica,Negative,SSU,
183,2006-05-01,Culture,Mixed Evergreen,38.426676,-122.613651,333-2,ANN15,Umbellularia  californica,Negative,SSU,
184,2006-05-01,Culture,Mixed Evergreen,38.426676,-122.613651,333-3,ANN15,Umbellularia  californica,Negative,SSU,
185,2006-04-01,Culture,Mixed Evergreen,38.426676,-122.613651,952-1,ANN15,Umbellularia  californica,Negative,SSU,
186,2006-04-01,Culture,Mixed Evergreen,38.426676,-122.613651,952-2,ANN15,Umbellularia  californica,Negative,SSU,
187,2006-04-01,Culture,Mixed Evergreen,38.426676,-122.613651,952-3,ANN15,Umbellularia  californica,Negative,SSU,
188,2006-04-01,Culture,Mixed Evergreen,38.426676,-122.613651,984-1,ANN15,Umbellularia  californica,Negative,SSU,
189,2006-04-01,Culture,Mixed Evergreen,38.426676,-122.613651,984-2,ANN15,Umbellularia  californica,Negative,SSU,
190,2006-04-01,Culture,Mixed Evergreen,38.426676,-122.613651,984-3,ANN15,Umbellularia  californica,Negative,SSU,
191,2006-04-01,Culture,Other,38.42655,-122.602963,3050-1,Chapparal   ANN17,Umbellularia  californica,Negative,SSU,
192,2006-04-01,Culture,Other,38.42655,-122.602963,3050-2,Chapparal   ANN17,Umbellularia  californica,Negative,SSU,
193,2006-04-01,Culture,Other,38.42655,-122.602963,3050-3,Chapparal   ANN17,Umbellularia  californica,Negative,SSU,
194,2006-04-01,Culture,Other,38.42655,-122.602963,3051-1,Chapparal   ANN17,Umbellularia  californica,Negative,SSU,
195,2006-04-01,Culture,Other,38.42655,-122.602963,3051-2,Chapparal   ANN17,Umbellularia  californica,Negative,SSU,
196,2006-04-01,Culture,Other,38.42655,-122.602963,3051-3,Chapparal   ANN17,Umbellularia  californica,Negative,SSU,
197,2006-04-01,Culture,Other,38.42655,-122.602963,3052-1,Chapparal   ANN17,Umbellularia  californica,Negative,SSU,
198,2006-04-01,Culture,Other,38.42655,-122.602963,3052-2,Chapparal   ANN17,Umbellularia  californica,Negative,SSU,
199,2006-04-01,Culture,Other,38.42655,-122.602963,3052-3,Chapparal   ANN17,Umbellularia  californica,Negative,SSU,
200,2006-04-01,Culture,Oak Savannah,38.422732,-122.622917,2660-1,ANN18,Umbellularia  californica,Negative,SSU,
201,2006-04-01,Culture,Oak Savannah,38.422732,-122.622917,2660-2,ANN18,Umbellularia  californica,Negative,SSU,
202,2006-04-01,Culture,Oak Savannah,38.422732,-122.622917,2660-3,ANN18,Umbellularia  californica,Negative,SSU,
203,2006-04-01,Culture,Oak Savannah,38.422732,-122.622917,2662-1,ANN18,Umbellularia  californica,Negative,SSU,
204,2006-04-01,Culture,Oak Savannah,38.422732,-122.622917,2662-2,ANN18,Umbellularia  californica,Negative,SSU,
205,2006-04-01,Culture,Oak Savannah,38.422732,-122.622917,2662-3,ANN18,Umbellularia  californica,Negative,SSU,
206,2006-04-01,Culture,Oak Savannah,38.422732,-122.622917,6079-1,ANN18,Umbellularia  californica,Negative,SSU,
207,2006-04-01,Culture,Oak Savannah,38.422732,-122.622917,6079-2,ANN18,Umbellularia  californica,Negative,SSU,
208,2006-04-01,Culture,Oak Savannah,38.422732,-122.622917,6079-3,ANN18,Umbellularia  californica,Negative,SSU,
209,2006-04-01,Culture,Mixed Evergreen,38.419602,-122.627847,1252-1,ANN19,Umbellularia  californica,Negative,SSU,
210,2006-04-01,Culture,Mixed Evergreen,38.419602,-122.627847,1252-2,ANN19,Umbellularia  californica,Negative,SSU,
211,2006-04-01,Culture,Mixed Evergreen,38.419602,-122.627847,1252-3,ANN19,Umbellularia  californica,Negative,SSU,
212,2006-04-01,Culture,Mixed Evergreen,38.419602,-122.627847,3071-1,ANN19,Umbellularia  californica,Negative,SSU,
213,2006-04-01,Culture,Mixed Evergreen,38.419602,-122.627847,3071-2,ANN19,Umbellularia  californica,Negative,SSU,
214,2006-04-01,Culture,Mixed Evergreen,38.419602,-122.627847,3071-3,ANN19,Umbellularia  californica,Negative,SSU,
215,2006-04-01,Culture,Mixed Evergreen,38.419602,-122.627847,3072-1,ANN19,Umbellularia  californica,Negative,SSU,
216,2006-04-01,Culture,Mixed Evergreen,38.419602,-122.627847,3072-2,ANN19,Umbellularia  californica,Negative,SSU,
217,2006-04-01,Culture,Mixed Evergreen,38.419602,-122.627847,3072-3,ANN19,Umbellularia  californica,Negative,SSU,
218,2006-04-01,Culture,Mixed Evergreen,38.418718,-122.624805,3069-1,ANN20,Umbellularia  californica,Negative,SSU,
219,2006-04-01,Culture,Mixed Evergreen,38.418718,-122.624805,3069-2,ANN20,Umbellularia  californica,Negative,SSU,
220,2006-04-01,Culture,Mixed Evergreen,38.418718,-122.624805,3069-3,ANN20,Umbellularia  californica,Negative,SSU,
221,2006-05-01,Culture,Other,38.420682,-122.618769,1243-2,Conifer   ANN21,Umbellularia  californica,Negative,SSU,
222,2006-05-01,Culture,Mixed Evergreen,38.416643,-122.612983,2703-1,ANN23,Umbellularia  californica,Negative,SSU,
223,2006-05-01,Culture,Mixed Evergreen,38.416643,-122.612983,2703-2,ANN23,Umbellularia  californica,Negative,SSU,
224,2006-05-01,Culture,Mixed Evergreen,38.416643,-122.612983,2703-3,ANN23,Umbellularia  californica,Negative,SSU,
225,2006-04-01,Culture,Mixed Evergreen,38.419092,-122.604126,1418-1,ANN24,Umbellularia  californica,Negative,SSU,
226,2006-04-01,Culture,Mixed Evergreen,38.419092,-122.604126,1418-2,ANN24,Umbellularia  californica,Negative,SSU,
227,2006-04-01,Culture,Mixed Evergreen,38.419092,-122.604126,1418-3,ANN24,Umbellularia  californica,Negative,SSU,
